rawName,canonicalName,confidenceScore,algorithm,timestamp
Cerebras Systems,Cerebras Systems,0.88,Fuzzy Token Match,2026-08-16T15:06:54.033210Z
Etched,Etched,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.033223Z
Cognition AI,Cognition AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.033238Z
Harvey AI,Harvey AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.033250Z
Synthesia,Synthesia,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.033262Z
ElevenLabs,ElevenLabs,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.033273Z
OpenAI,OpenAI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.033283Z
Anthropic,Anthropic,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.033296Z
Cohere,Cohere,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.033306Z
Mistral AI,Mistral AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.033317Z
Stability AI,Stability AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.033329Z
Hugging Face,Hugging Face,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.033341Z
Midjourney,Midjourney,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.033351Z
Runway,Runway,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.033363Z
Scale AI,Scale AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.033375Z
Perplexity AI,Perplexity AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.033386Z
Glean,Glean,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.033396Z
Adept AI,Adept AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.033408Z
Character.ai,Character.ai,0.75,Normalized Capitalization,2026-08-16T15:06:54.033426Z
Together AI,Together AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.033547Z
Anyscale,Anyscale,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.033570Z
Inflection AI,Inflection AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.033588Z
Pinecone,Pinecone,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.033599Z
Weaviate,Weaviate,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.033613Z
Qdrant,Qdrant,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.033623Z
Chroma,Chroma,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.033633Z
LangChain,LangChain,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.033644Z
LlamaIndex,LlamaIndex,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.033654Z
Weights & Biases,Weights & Biases,0.75,Normalized Capitalization,2026-08-16T15:06:54.033676Z
Replicate,Replicate,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.033687Z
EleutherAI,EleutherAI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.033698Z
Groq,Groq,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.033709Z
SambaNova,SambaNova,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.033719Z
Cerebras Systems,Cerebras Systems,0.88,Fuzzy Token Match,2026-08-16T15:06:54.033735Z
Etched,Etched,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.033751Z
Cognition AI,Cognition AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.033840Z
Harvey AI,Harvey AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.033857Z
Synthesia,Synthesia,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.033868Z
ElevenLabs,ElevenLabs,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.033884Z
OpenAI,OpenAI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.033894Z
Anthropic,Anthropic,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.033904Z
Cohere,Cohere,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.033915Z
Mistral AI,Mistral AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.033926Z
Stability AI,Stability AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.033938Z
Hugging Face,Hugging Face,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.033951Z
Midjourney,Midjourney,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.033961Z
Runway,Runway,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.033971Z
Scale AI,Scale AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.033984Z
Perplexity AI,Perplexity AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.033995Z
Glean,Glean,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.034006Z
Adept AI,Adept AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.034017Z
Character.ai,Character.ai,0.75,Normalized Capitalization,2026-08-16T15:06:54.034035Z
Together AI,Together AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.034047Z
Anyscale,Anyscale,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.034060Z
Inflection AI,Inflection AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.034074Z
Pinecone,Pinecone,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.034086Z
Weaviate,Weaviate,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.034097Z
Qdrant,Qdrant,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.034108Z
Chroma,Chroma,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.034118Z
LangChain,LangChain,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.034128Z
LlamaIndex,LlamaIndex,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.034144Z
Weights & Biases,Weights & Biases,0.75,Normalized Capitalization,2026-08-16T15:06:54.034168Z
Replicate,Replicate,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.034180Z
EleutherAI,EleutherAI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.034190Z
Groq,Groq,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.034200Z
SambaNova,SambaNova,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.034211Z
Cerebras Systems,Cerebras Systems,0.88,Fuzzy Token Match,2026-08-16T15:06:54.034229Z
Etched,Etched,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.034240Z
Cognition AI,Cognition AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.034254Z
Harvey AI,Harvey AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.034265Z
Synthesia,Synthesia,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.034276Z
ElevenLabs,ElevenLabs,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.034287Z
OpenAI,OpenAI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.034300Z
Anthropic,Anthropic,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.034311Z
Cohere,Cohere,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.034331Z
Mistral AI,Mistral AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.034344Z
Stability AI,Stability AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.034359Z
Hugging Face,Hugging Face,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.034371Z
Midjourney,Midjourney,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.034381Z
Runway,Runway,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.034391Z
Scale AI,Scale AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.034403Z
Perplexity AI,Perplexity AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.034414Z
Glean,Glean,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.034425Z
Adept AI,Adept AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.034438Z
Character.ai,Character.ai,0.75,Normalized Capitalization,2026-08-16T15:06:54.034457Z
Together AI,Together AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.034468Z
Anyscale,Anyscale,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.034478Z
Inflection AI,Inflection AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.034491Z
Pinecone,Pinecone,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.034501Z
Weaviate,Weaviate,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.034514Z
Qdrant,Qdrant,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.034525Z
Chroma,Chroma,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.034535Z
LangChain,LangChain,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.034545Z
LlamaIndex,LlamaIndex,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.034556Z
Weights & Biases,Weights & Biases,0.75,Normalized Capitalization,2026-08-16T15:06:54.034574Z
Replicate,Replicate,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.034584Z
EleutherAI,EleutherAI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.034595Z
Groq,Groq,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.034608Z
SambaNova,SambaNova,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.034618Z
Cerebras Systems,Cerebras Systems,0.88,Fuzzy Token Match,2026-08-16T15:06:54.034635Z
Etched,Etched,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.034651Z
Cognition AI,Cognition AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.034664Z
Harvey AI,Harvey AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.034742Z
Synthesia,Synthesia,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.034752Z
ElevenLabs,ElevenLabs,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.034762Z
OpenAI,OpenAI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.034773Z
Anthropic,Anthropic,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.034788Z
Cohere,Cohere,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.034799Z
Mistral AI,Mistral AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.034812Z
Stability AI,Stability AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.034824Z
Hugging Face,Hugging Face,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.034835Z
Midjourney,Midjourney,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.034846Z
Runway,Runway,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.034856Z
Scale AI,Scale AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.034867Z
Perplexity AI,Perplexity AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.034882Z
Glean,Glean,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.034892Z
Adept AI,Adept AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.034903Z
Character.ai,Character.ai,0.75,Normalized Capitalization,2026-08-16T15:06:54.034920Z
Together AI,Together AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.034931Z
Anyscale,Anyscale,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.034950Z
Inflection AI,Inflection AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.034963Z
Pinecone,Pinecone,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.034973Z
Weaviate,Weaviate,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.034984Z
Qdrant,Qdrant,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.034994Z
Chroma,Chroma,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.035007Z
LangChain,LangChain,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.035017Z
LlamaIndex,LlamaIndex,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.035029Z
Weights & Biases,Weights & Biases,0.75,Normalized Capitalization,2026-08-16T15:06:54.035047Z
Replicate,Replicate,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.035058Z
EleutherAI,EleutherAI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.035076Z
Groq,Groq,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.035086Z
SambaNova,SambaNova,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.035097Z
Cerebras Systems,Cerebras Systems,0.88,Fuzzy Token Match,2026-08-16T15:06:54.035112Z
Etched,Etched,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.035123Z
Cognition AI,Cognition AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.035134Z
Harvey AI,Harvey AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.035145Z
Synthesia,Synthesia,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.035155Z
ElevenLabs,ElevenLabs,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.035165Z
OpenAI,OpenAI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.035175Z
Anthropic,Anthropic,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.035201Z
Cohere,Cohere,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.035219Z
Mistral AI,Mistral AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.035229Z
Stability AI,Stability AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.035241Z
Hugging Face,Hugging Face,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.035253Z
Midjourney,Midjourney,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.035263Z
Runway,Runway,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.035275Z
Scale AI,Scale AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.035287Z
Perplexity AI,Perplexity AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.035298Z
Glean,Glean,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.035308Z
Adept AI,Adept AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.035319Z
Character.ai,Character.ai,0.75,Normalized Capitalization,2026-08-16T15:06:54.035339Z
Together AI,Together AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.035350Z
Anyscale,Anyscale,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.035361Z
Inflection AI,Inflection AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.035372Z
Pinecone,Pinecone,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.035382Z
Weaviate,Weaviate,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.035395Z
Qdrant,Qdrant,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.035406Z
Chroma,Chroma,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.035418Z
LangChain,LangChain,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.035429Z
LlamaIndex,LlamaIndex,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.035440Z
Weights & Biases,Weights & Biases,0.75,Normalized Capitalization,2026-08-16T15:06:54.035460Z
Replicate,Replicate,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.035472Z
EleutherAI,EleutherAI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.035484Z
Groq,Groq,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.035494Z
SambaNova,SambaNova,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.035504Z
Cerebras Systems,Cerebras Systems,0.88,Fuzzy Token Match,2026-08-16T15:06:54.035519Z
Etched,Etched,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.035530Z
Cognition AI,Cognition AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.035541Z
Harvey AI,Harvey AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.035554Z
Synthesia,Synthesia,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.035565Z
ElevenLabs,ElevenLabs,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.035576Z
OpenAI,OpenAI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.035588Z
Anthropic,Anthropic,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.035598Z
Cohere,Cohere,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.035608Z
Mistral AI,Mistral AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.035628Z
Stability AI,Stability AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.035642Z
Hugging Face,Hugging Face,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.035658Z
Midjourney,Midjourney,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.035670Z
Runway,Runway,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.035680Z
Scale AI,Scale AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.035691Z
Perplexity AI,Perplexity AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.035702Z
Glean,Glean,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.035712Z
Adept AI,Adept AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.035726Z
Character.ai,Character.ai,0.75,Normalized Capitalization,2026-08-16T15:06:54.035744Z
Together AI,Together AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.035755Z
Anyscale,Anyscale,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.035766Z
Inflection AI,Inflection AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.035777Z
Pinecone,Pinecone,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.035787Z
Weaviate,Weaviate,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.035798Z
Qdrant,Qdrant,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.035807Z
Chroma,Chroma,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.035817Z
LangChain,LangChain,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.035834Z
LlamaIndex,LlamaIndex,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.035847Z
Weights & Biases,Weights & Biases,0.75,Normalized Capitalization,2026-08-16T15:06:54.035868Z
Replicate,Replicate,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.035878Z
EleutherAI,EleutherAI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.035889Z
Groq,Groq,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.035899Z
SambaNova,SambaNova,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.035910Z
Cerebras Systems,Cerebras Systems,0.88,Fuzzy Token Match,2026-08-16T15:06:54.035925Z
Etched,Etched,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.035935Z
Cognition AI,Cognition AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.035946Z
Harvey AI,Harvey AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.035959Z
Synthesia,Synthesia,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.035969Z
ElevenLabs,ElevenLabs,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.035982Z
OpenAI,OpenAI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.035993Z
Anthropic,Anthropic,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.036003Z
Cohere,Cohere,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.036016Z
Mistral AI,Mistral AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.036027Z
Stability AI,Stability AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.036041Z
Hugging Face,Hugging Face,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.036052Z
Midjourney,Midjourney,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.036062Z
Runway,Runway,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.036072Z
Scale AI,Scale AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.036083Z
Perplexity AI,Perplexity AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.036094Z
Glean,Glean,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.036107Z
Adept AI,Adept AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.036118Z
Character.ai,Character.ai,0.75,Normalized Capitalization,2026-08-16T15:06:54.036135Z
Together AI,Together AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.036146Z
Anyscale,Anyscale,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.036156Z
Inflection AI,Inflection AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.036167Z
Pinecone,Pinecone,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.036177Z
Weaviate,Weaviate,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.036190Z
Qdrant,Qdrant,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.036200Z
Chroma,Chroma,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.036210Z
LangChain,LangChain,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.036224Z
LlamaIndex,LlamaIndex,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.036237Z
Weights & Biases,Weights & Biases,0.75,Normalized Capitalization,2026-08-16T15:06:54.036255Z
Replicate,Replicate,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.036266Z
EleutherAI,EleutherAI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.036279Z
Groq,Groq,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.036289Z
SambaNova,SambaNova,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.036300Z
Cerebras Systems,Cerebras Systems,0.88,Fuzzy Token Match,2026-08-16T15:06:54.036314Z
Etched,Etched,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.036324Z
Cognition AI,Cognition AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.036335Z
Harvey AI,Harvey AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.036346Z
Synthesia,Synthesia,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.036359Z
ElevenLabs,ElevenLabs,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.036372Z
OpenAI,OpenAI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.036382Z
Anthropic,Anthropic,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.036393Z
Cohere,Cohere,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.036403Z
Mistral AI,Mistral AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.036414Z
Stability AI,Stability AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.036424Z
Hugging Face,Hugging Face,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.036439Z
Midjourney,Midjourney,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.036449Z
Runway,Runway,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.036459Z
Scale AI,Scale AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.036470Z
Perplexity AI,Perplexity AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.036484Z
Glean,Glean,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.036494Z
Adept AI,Adept AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.036505Z
Character.ai,Character.ai,0.75,Normalized Capitalization,2026-08-16T15:06:54.036522Z
Together AI,Together AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.036534Z
Anyscale,Anyscale,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.036545Z
Inflection AI,Inflection AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.036560Z
Pinecone,Pinecone,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.036570Z
Weaviate,Weaviate,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.036580Z
Qdrant,Qdrant,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.036590Z
Chroma,Chroma,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.036603Z
LangChain,LangChain,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.036614Z
LlamaIndex,LlamaIndex,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.036624Z
Weights & Biases,Weights & Biases,0.75,Normalized Capitalization,2026-08-16T15:06:54.036646Z
Replicate,Replicate,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.036662Z
EleutherAI,EleutherAI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.036673Z
Groq,Groq,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.036683Z
SambaNova,SambaNova,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.036693Z
Cerebras Systems,Cerebras Systems,0.88,Fuzzy Token Match,2026-08-16T15:06:54.036710Z
Etched,Etched,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.036721Z
Cognition AI,Cognition AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.036734Z
Harvey AI,Harvey AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.036748Z
Synthesia,Synthesia,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.036758Z
ElevenLabs,ElevenLabs,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.036768Z
OpenAI,OpenAI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.036778Z
Anthropic,Anthropic,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.036789Z
Cohere,Cohere,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.036799Z
Mistral AI,Mistral AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.036810Z
Stability AI,Stability AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.036821Z
Hugging Face,Hugging Face,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.036832Z
Midjourney,Midjourney,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.036845Z
Runway,Runway,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.036857Z
Scale AI,Scale AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.036869Z
Perplexity AI,Perplexity AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.036880Z
Glean,Glean,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.036890Z
Adept AI,Adept AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.036901Z
Character.ai,Character.ai,0.75,Normalized Capitalization,2026-08-16T15:06:54.036920Z
Together AI,Together AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.036931Z
Anyscale,Anyscale,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.036941Z
Inflection AI,Inflection AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.036952Z
Pinecone,Pinecone,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.036965Z
Weaviate,Weaviate,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.036976Z
Qdrant,Qdrant,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.036988Z
Chroma,Chroma,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.036998Z
LangChain,LangChain,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.037008Z
LlamaIndex,LlamaIndex,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.037019Z
Weights & Biases,Weights & Biases,0.75,Normalized Capitalization,2026-08-16T15:06:54.037037Z
Replicate,Replicate,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.037050Z
EleutherAI,EleutherAI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.037060Z
Groq,Groq,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.037070Z
SambaNova,SambaNova,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.037080Z
Cerebras Systems,Cerebras Systems,0.88,Fuzzy Token Match,2026-08-16T15:06:54.037097Z
Etched,Etched,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.037111Z
Cognition AI,Cognition AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.037122Z
Harvey AI,Harvey AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.037135Z
Synthesia,Synthesia,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.037145Z
